Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,ligation_id,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,TISSUE,intentional_duplicate (run),dangling_references (run)
SRR10118086,RAD-Seq,assembly,173,27164680,PRJNA563695,SAMN12746722,Model organism or animal,13055407,RUTGERS,2018-03-21,public,"sra,bam,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX6847587,Illumina HiSeq 2500,not applicable,L3997,SINGLE,Reduced Representation,GENOMIC,L3997,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_490_L3997,female,SRP220170,tail fin,,
SRR10118087,RAD-Seq,assembly,173,23691677,PRJNA563695,SAMN12746721,Model organism or animal,11931704,RUTGERS,2018-03-21,public,"bam,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",juvenile,SRX6847586,Illumina HiSeq 2500,not applicable,L3996,SINGLE,Reduced Representation,GENOMIC,L3996,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_489_L3996,not applicable,SRP220170,tail fin,,
SRR10118088,RAD-Seq,assembly,173,24817232,PRJNA563695,SAMN12746720,Model organism or animal,12206918,RUTGERS,2018-03-21,public,"sra,run.zq,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX6847585,Illumina HiSeq 2500,not applicable,L3995,SINGLE,Reduced Representation,GENOMIC,L3995,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_488_L3995,female,SRP220170,tail fin,,
SRR10118089,RAD-Seq,assembly,173,24656478,PRJNA563695,SAMN12746719,Model organism or animal,12268949,RUTGERS,2018-03-21,public,"bam,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",adult,SRX6847584,Illumina HiSeq 2500,not applicable,L3994,SINGLE,Reduced Representation,GENOMIC,L3994,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_487_L3994,male,SRP220170,tail fin,,
SRR10118090,RAD-Seq,assembly,173,24197727,PRJNA563695,SAMN12746718,Model organism or animal,12015817,RUTGERS,2018-03-21,public,"sra,bam,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6847583,Illumina HiSeq 2500,not applicable,L3993,SINGLE,Reduced Representation,GENOMIC,L3993,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_486_L3993,not applicable,SRP220170,tail fin,,
SRR10118091,RAD-Seq,assembly,173,34951926,PRJNA563695,SAMN12746717,Model organism or animal,15177689,RUTGERS,2018-03-21,public,"run.zq,sra,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",juvenile,SRX6847582,Illumina HiSeq 2500,not applicable,L3992,SINGLE,Reduced Representation,GENOMIC,L3992,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_485_L3992,not applicable,SRP220170,tail fin,,
SRR10118092,RAD-Seq,assembly,173,48869112,PRJNA563695,SAMN12746860,Model organism or animal,15797180,RUTGERS,2017-05-23,public,"bam,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX6847581,Illumina HiSeq 2500,not applicable,L4432,SINGLE,Reduced Representation,GENOMIC,L4432,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL17_202_L4432,male,SRP220170,tail fin,,
SRR10118093,RAD-Seq,assembly,173,23320749,PRJNA563695,SAMN12746716,Model organism or animal,11778219,RUTGERS,2018-03-21,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX6847580,Illumina HiSeq 2500,not applicable,L3991,SINGLE,Reduced Representation,GENOMIC,L3991,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_484_L3991,female,SRP220170,tail fin,,
SRR10118094,RAD-Seq,assembly,173,10090360,PRJNA563695,SAMN12746715,Model organism or animal,7629407,RUTGERS,2018-03-21,public,"run.zq,sra,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",juvenile,SRX6847579,Illumina HiSeq 2500,not applicable,L3990,SINGLE,Reduced Representation,GENOMIC,L3990,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_483_L3990,not applicable,SRP220170,tail fin,,
SRR10118095,RAD-Seq,assembly,173,22523954,PRJNA563695,SAMN12746714,Model organism or animal,11566079,RUTGERS,2018-03-21,public,"bam,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX6847578,Illumina HiSeq 2500,not applicable,L3989,SINGLE,Reduced Representation,GENOMIC,L3989,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_482_L3989,male,SRP220170,tail fin,,
SRR10118096,RAD-Seq,assembly,173,24637679,PRJNA563695,SAMN12746713,Model organism or animal,12195209,RUTGERS,2018-03-21,public,"run.zq,bam,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",juvenile,SRX6847577,Illumina HiSeq 2500,not applicable,L3988,SINGLE,Reduced Representation,GENOMIC,L3988,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_480_L3988,not applicable,SRP220170,tail fin,,
SRR10118097,RAD-Seq,assembly,173,26694652,PRJNA563695,SAMN12746712,Model organism or animal,12963222,RUTGERS,2018-03-21,public,"sra,run.zq,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",juvenile,SRX6847576,Illumina HiSeq 2500,not applicable,L3987,SINGLE,Reduced Representation,GENOMIC,L3987,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_479_L3987,not applicable,SRP220170,tail fin,,
SRR10118098,RAD-Seq,assembly,173,24002672,PRJNA563695,SAMN12746711,Model organism or animal,11995396,RUTGERS,2018-03-21,public,"run.zq,sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX6847575,Illumina HiSeq 2500,not applicable,L3986,SINGLE,Reduced Representation,GENOMIC,L3986,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_478_L3986,female,SRP220170,tail fin,,
SRR10118099,RAD-Seq,assembly,173,25140976,PRJNA563695,SAMN12746710,Model organism or animal,12333162,RUTGERS,2018-03-22,public,"bam,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX6847574,Illumina HiSeq 2500,not applicable,L3985,SINGLE,Reduced Representation,GENOMIC,L3985,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_477_L3985,male,SRP220170,tail fin,,
SRR10118100,RAD-Seq,assembly,173,16693317,PRJNA563695,SAMN12746709,Model organism or animal,9687431,RUTGERS,2018-03-22,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX6847573,Illumina HiSeq 2500,not applicable,L3984,SINGLE,Reduced Representation,GENOMIC,L3984,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_476_L3984,female,SRP220170,tail fin,,
SRR10118101,RAD-Seq,assembly,173,24109113,PRJNA563695,SAMN12746708,Model organism or animal,12024215,RUTGERS,2018-03-22,public,"run.zq,bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX6847572,Illumina HiSeq 2500,not applicable,L3983,SINGLE,Reduced Representation,GENOMIC,L3983,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_475_L3983,male,SRP220170,tail fin,,
SRR10118102,RAD-Seq,assembly,173,15954481,PRJNA563695,SAMN12746707,Model organism or animal,9411202,RUTGERS,2018-03-19,public,"bam,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX6847571,Illumina HiSeq 2500,not applicable,L3982,SINGLE,Reduced Representation,GENOMIC,L3982,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_473_L3982,female,SRP220170,tail fin,,
SRR10118103,RAD-Seq,assembly,173,35172760,PRJNA563695,SAMN12746859,Model organism or animal,12722032,RUTGERS,2017-05-23,public,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,SRX6847570,Illumina HiSeq 2500,not applicable,L4431,SINGLE,Reduced Representation,GENOMIC,L4431,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL17_198_L4431,male,SRP220170,tail fin,,
SRR10118104,RAD-Seq,assembly,173,20368086,PRJNA563695,SAMN12746706,Model organism or animal,10867242,RUTGERS,2018-03-19,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",adult,SRX6847569,Illumina HiSeq 2500,not applicable,L3981,SINGLE,Reduced Representation,GENOMIC,L3981,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_472_L3981,male,SRP220170,tail fin,,
SRR10118105,RAD-Seq,assembly,173,27783952,PRJNA563695,SAMN12746705,Model organism or animal,13057184,RUTGERS,2018-03-19,public,"sra,run.zq,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,SRX6847568,Illumina HiSeq 2500,not applicable,L3980,SINGLE,Reduced Representation,GENOMIC,L3980,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_471_L3980,not applicable,SRP220170,tail fin,,
SRR10118106,RAD-Seq,assembly,173,27084602,PRJNA563695,SAMN12746704,Model organism or animal,13013465,RUTGERS,2018-03-19,public,"bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX6847567,Illumina HiSeq 2500,not applicable,L3979,SINGLE,Reduced Representation,GENOMIC,L3979,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_466_L3979,male,SRP220170,tail fin,,
SRR10118107,RAD-Seq,assembly,173,22965721,PRJNA563695,SAMN12746703,Model organism or animal,11592760,RUTGERS,2018-03-19,public,"bam,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX6847566,Illumina HiSeq 2500,not applicable,L3978,SINGLE,Reduced Representation,GENOMIC,L3978,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_465_L3978,female,SRP220170,tail fin,,
SRR10118108,RAD-Seq,assembly,173,22459374,PRJNA563695,SAMN12746702,Model organism or animal,11511412,RUTGERS,2018-03-19,public,"sra,run.zq,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,SRX6847565,Illumina HiSeq 2500,not applicable,L3977,SINGLE,Reduced Representation,GENOMIC,L3977,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_464_L3977,male,SRP220170,tail fin,,
SRR10118109,RAD-Seq,assembly,173,22418099,PRJNA563695,SAMN12746701,Model organism or animal,11449848,RUTGERS,2018-03-19,public,"sra,bam,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",juvenile,SRX6847564,Illumina HiSeq 2500,not applicable,L3976,SINGLE,Reduced Representation,GENOMIC,L3976,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_463_L3976,not applicable,SRP220170,tail fin,,
SRR10118110,RAD-Seq,assembly,173,32408864,PRJNA563695,SAMN12746700,Model organism or animal,14599779,RUTGERS,2018-03-19,public,"run.zq,bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,SRX6847563,Illumina HiSeq 2500,not applicable,L3975,SINGLE,Reduced Representation,GENOMIC,L3975,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_462_L3975,male,SRP220170,tail fin,,
SRR10118111,RAD-Seq,assembly,173,36565307,PRJNA563695,SAMN12746699,Model organism or animal,15910603,RUTGERS,2018-03-19,public,"run.zq,bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX6847562,Illumina HiSeq 2500,not applicable,L3974,SINGLE,Reduced Representation,GENOMIC,L3974,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_461_L3974,male,SRP220170,tail fin,,
SRR10118112,RAD-Seq,assembly,173,38003255,PRJNA563695,SAMN12746698,Model organism or animal,16357662,RUTGERS,2018-03-19,public,"bam,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX6847561,Illumina HiSeq 2500,not applicable,L3973,SINGLE,Reduced Representation,GENOMIC,L3973,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:55:00Z,1,APCL18_460_L3973,male,SRP220170,tail fin,,
SRR10118113,RAD-Seq,assembly,173,26694684,PRJNA563695,SAMN12746697,Model organism or animal,12892545,RUTGERS,2018-03-19,public,"bam,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",adult,SRX6847560,Illumina HiSeq 2500,not applicable,L3972,SINGLE,Reduced Representation,GENOMIC,L3972,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_459_L3972,male,SRP220170,tail fin,,
SRR10118114,RAD-Seq,assembly,173,69599905,PRJNA563695,SAMN12746858,Model organism or animal,20919252,RUTGERS,2017-05-23,public,"bam,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",juvenile,SRX6847559,Illumina HiSeq 2500,not applicable,L4430,SINGLE,Reduced Representation,GENOMIC,L4430,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL17_197_L4430,not applicable,SRP220170,tail fin,,
SRR10118115,RAD-Seq,assembly,173,27486318,PRJNA563695,SAMN12746696,Model organism or animal,13201802,RUTGERS,2018-03-19,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX6847558,Illumina HiSeq 2500,not applicable,L3971,SINGLE,Reduced Representation,GENOMIC,L3971,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_458_L3971,female,SRP220170,tail fin,,
SRR10118116,RAD-Seq,assembly,173,34946848,PRJNA563695,SAMN12746695,Model organism or animal,15309705,RUTGERS,2018-03-19,public,"bam,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,SRX6847557,Illumina HiSeq 2500,not applicable,L3970,SINGLE,Reduced Representation,GENOMIC,L3970,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_457_L3970,male,SRP220170,tail fin,,
SRR10118117,RAD-Seq,assembly,173,41027805,PRJNA563695,SAMN12746694,Model organism or animal,17370976,RUTGERS,2018-03-19,public,"bam,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",juvenile,SRX6847556,Illumina HiSeq 2500,not applicable,L3969,SINGLE,Reduced Representation,GENOMIC,L3969,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_456_L3969,not applicable,SRP220170,tail fin,,
SRR10118118,RAD-Seq,assembly,173,27777339,PRJNA563695,SAMN12746693,Model organism or animal,13253708,RUTGERS,2018-03-19,public,"run.zq,sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX6847555,Illumina HiSeq 2500,not applicable,L3968,SINGLE,Reduced Representation,GENOMIC,L3968,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_455_L3968,female,SRP220170,tail fin,,
SRR10118119,RAD-Seq,assembly,173,27690642,PRJNA563695,SAMN12746692,Model organism or animal,13329225,RUTGERS,2018-03-19,public,"run.zq,sra,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX6847554,Illumina HiSeq 2500,not applicable,L3967,SINGLE,Reduced Representation,GENOMIC,L3967,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_454_L3967,male,SRP220170,tail fin,,
SRR10118120,RAD-Seq,assembly,173,29229580,PRJNA563695,SAMN12746691,Model organism or animal,13734301,RUTGERS,2018-03-19,public,"bam,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,SRX6847553,Illumina HiSeq 2500,not applicable,L3966,SINGLE,Reduced Representation,GENOMIC,L3966,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_451_L3966,male,SRP220170,tail fin,,
SRR10118121,RAD-Seq,assembly,173,12929811,PRJNA563695,SAMN12746690,Model organism or animal,8640896,RUTGERS,2018-03-19,public,"bam,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",juvenile,SRX6847552,Illumina HiSeq 2500,not applicable,L3965,SINGLE,Reduced Representation,GENOMIC,L3965,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_450_L3965,not applicable,SRP220170,tail fin,,
SRR10118122,RAD-Seq,assembly,173,29122437,PRJNA563695,SAMN12746689,Model organism or animal,13442723,RUTGERS,2018-03-19,public,"sra,bam,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",juvenile,SRX6847551,Illumina HiSeq 2500,not applicable,L3964,SINGLE,Reduced Representation,GENOMIC,L3964,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_447_L3964,not applicable,SRP220170,tail fin,,
SRR10118123,RAD-Seq,assembly,173,32779773,PRJNA563695,SAMN12746688,Model organism or animal,14897863,RUTGERS,2018-03-19,public,"run.zq,sra,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",juvenile,SRX6847550,Illumina HiSeq 2500,not applicable,L3963,SINGLE,Reduced Representation,GENOMIC,L3963,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_438_L3963,not applicable,SRP220170,tail fin,,
SRR10118124,RAD-Seq,assembly,173,32741327,PRJNA563695,SAMN12746687,Model organism or animal,14910344,RUTGERS,2018-03-19,public,"bam,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,SRX6847549,Illumina HiSeq 2500,not applicable,L3962,SINGLE,Reduced Representation,GENOMIC,L3962,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_437_L3962,male,SRP220170,tail fin,,
SRR10118125,RAD-Seq,assembly,173,34677413,PRJNA563695,SAMN12746857,Model organism or animal,12472039,RUTGERS,2017-05-22,public,"sra,bam,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX6847548,Illumina HiSeq 2500,not applicable,L4429,SINGLE,Reduced Representation,GENOMIC,L4429,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL17_196_L4429,male,SRP220170,tail fin,,
SRR10118126,RAD-Seq,assembly,173,43915500,PRJNA563695,SAMN12746839,Model organism or animal,14609717,RUTGERS,2017-05-21,public,"sra,run.zq,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,SRX6847547,Illumina HiSeq 2500,not applicable,L4411,SINGLE,Reduced Representation,GENOMIC,L4411,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL17_174_L4411,male,SRP220170,tail fin,,
SRR10118127,RAD-Seq,assembly,173,18086229,PRJNA563695,SAMN12746686,Model organism or animal,10299421,RUTGERS,2018-03-19,public,"bam,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX6847546,Illumina HiSeq 2500,not applicable,L3961,SINGLE,Reduced Representation,GENOMIC,L3961,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T13:22:00Z,1,APCL18_436_L3961,male,SRP220170,tail fin,,
SRR10118128,RAD-Seq,assembly,173,25722485,PRJNA563695,SAMN12746685,Model organism or animal,12588463,RUTGERS,2018-03-19,public,"sra,run.zq,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,SRX6847545,Illumina HiSeq 2500,not applicable,L3960,SINGLE,Reduced Representation,GENOMIC,L3960,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_434_L3960,male,SRP220170,tail fin,,
SRR10118129,RAD-Seq,assembly,173,24590597,PRJNA563695,SAMN12746684,Model organism or animal,12184739,RUTGERS,2018-03-19,public,"run.zq,bam,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,SRX6847544,Illumina HiSeq 2500,not applicable,L3959,SINGLE,Reduced Representation,GENOMIC,L3959,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_433_L3959,female,SRP220170,tail fin,,
SRR10118130,RAD-Seq,assembly,173,22354917,PRJNA563695,SAMN12746683,Model organism or animal,11572813,RUTGERS,2018-03-19,public,"bam,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX6847543,Illumina HiSeq 2500,not applicable,L3958,SINGLE,Reduced Representation,GENOMIC,L3958,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_432_L3958,female,SRP220170,tail fin,,
SRR10118131,RAD-Seq,assembly,173,26911447,PRJNA563695,SAMN12746682,Model organism or animal,13078349,RUTGERS,2018-03-19,public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX6847542,Illumina HiSeq 2500,not applicable,L3957,SINGLE,Reduced Representation,GENOMIC,L3957,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_431_L3957,male,SRP220170,tail fin,,
SRR10118132,RAD-Seq,assembly,173,33912990,PRJNA563695,SAMN12746681,Model organism or animal,15133931,RUTGERS,2018-03-19,public,"run.zq,bam,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6847541,Illumina HiSeq 2500,not applicable,L3956,SINGLE,Reduced Representation,GENOMIC,L3956,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_430_L3956,not applicable,SRP220170,tail fin,,
SRR10118133,RAD-Seq,assembly,173,39973311,PRJNA563695,SAMN12746680,Model organism or animal,16851457,RUTGERS,2018-03-19,public,"run.zq,sra,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX6847540,Illumina HiSeq 2500,not applicable,L3955,SINGLE,Reduced Representation,GENOMIC,L3955,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_429_L3955,male,SRP220170,tail fin,,
SRR10118134,RAD-Seq,assembly,173,27981944,PRJNA563695,SAMN12746679,Model organism or animal,13279084,RUTGERS,2018-03-19,public,"sra,run.zq,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",adult,SRX6847539,Illumina HiSeq 2500,not applicable,L3954,SINGLE,Reduced Representation,GENOMIC,L3954,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_428_L3954,female,SRP220170,tail fin,,
SRR10118135,RAD-Seq,assembly,173,37964256,PRJNA563695,SAMN12747561,Model organism or animal,12992501,RUTGERS,2012-05-14,public,"run.zq,sra,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX6847538,Illumina HiSeq 2500,not applicable,L5655,SINGLE,Reduced Representation,GENOMIC,L5655,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL12_255_L5655,male,SRP220170,tail fin,,
SRR10118136,RAD-Seq,assembly,173,62857648,PRJNA563695,SAMN12747560,Model organism or animal,18602388,RUTGERS,2018-04-10,public,"sra,bam,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX6847537,Illumina HiSeq 2500,not applicable,L5641,SINGLE,Reduced Representation,GENOMIC,L5641,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_732_L5641,female,SRP220170,tail fin,,
SRR10118137,RAD-Seq,assembly,173,57983665,PRJNA563695,SAMN12746856,Model organism or animal,17948112,RUTGERS,2017-05-22,public,"sra,run.zq,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",juvenile,SRX6847536,Illumina HiSeq 2500,not applicable,L4428,SINGLE,Reduced Representation,GENOMIC,L4428,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL17_195_L4428,not applicable,SRP220170,tail fin,,
SRR10118138,RAD-Seq,assembly,173,45647009,PRJNA563695,SAMN12747559,Model organism or animal,14618170,RUTGERS,2018-04-10,public,"sra,run.zq,bam","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX6847535,Illumina HiSeq 2500,not applicable,L5640,SINGLE,Reduced Representation,GENOMIC,L5640,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_731_L5640,female,SRP220170,tail fin,,
SRR10118139,RAD-Seq,assembly,173,24829359,PRJNA563695,SAMN12747558,Model organism or animal,9939772,RUTGERS,2018-04-10,public,"run.zq,bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,SRX6847534,Illumina HiSeq 2500,not applicable,L5639,SINGLE,Reduced Representation,GENOMIC,L5639,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_730_L5639,female,SRP220170,tail fin,,
SRR10118140,RAD-Seq,assembly,173,51169550,PRJNA563695,SAMN12747557,Model organism or animal,16096773,RUTGERS,2018-04-10,public,"sra,run.zq,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX6847533,Illumina HiSeq 2500,not applicable,L5638,SINGLE,Reduced Representation,GENOMIC,L5638,Amphiprion clarkii,ILLUMINA,2019-10-04T00:00:00Z,2019-10-04T11:56:00Z,1,APCL18_729_L5638,male,SRP220170,tail fin,,
